Vocabulario,Nota1,Nota2,Nota3,Nota4,Nota5
"game",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"awesome",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"downfall",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"complain",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"package",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"taxi",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"problem",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"want",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"accept",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"barely",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"spoke",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"english",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"funny",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"thing",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"speak",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"arabic",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000014133
"started",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"making",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"comments",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"girlfriend",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"buddy",0.0000000000,0.0000003699,0.0000003337,0.0000005134,0.0000002939
"second",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"realize",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"fact",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"language",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"priceless",0.0000000000,0.0000003699,0.0000006675,0.0000006418,0.0000009798
"city",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"head",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"doorman",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"issue",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"company",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"promply",0.0000000000,0.0000000000,0.0000000000,0.0000005271,0.0000008047
"answer",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"apologized",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"offered",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"bucks",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"miles",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"stadium",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"plan",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"return",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"humpin",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000007067
"walk",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"mind",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"right",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"christmas",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"lights",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"homeless",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"stowed",0.0000012004,0.0000000000,0.0000000000,0.0000005877,0.0000008972
"entrances",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"leave",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"police",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"presence",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"greatest",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"activities",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"blocks",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"pike",0.0000000000,0.0000025894,0.0000090112,0.0000078298,0.0000078382
"street",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"waterfront",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"shops",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"mantained",0.0000043063,0.0000000000,0.0000000000,0.0000000000,0.0000012070
"foyer",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"tasting",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"available",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"taking",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"bernard",0.0000000000,0.0000000000,0.0000000000,0.0000005271,0.0000016093
"family",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"safes",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"located",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"jetted",0.0000000000,0.0000003699,0.0000003337,0.0000003851,0.0000002939
"house",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"keeping",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"walked",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"getting",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"dressed",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"knock",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"doing",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"turn",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"screamed",0.0000015731,0.0000003699,0.0000006675,0.0000000000,0.0000000980
"screams",0.0000024007,0.0000016936,0.0000000000,0.0000000000,0.0000006729
"floor",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"laughing",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"spanish",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"place",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"recommend",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"online",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"deals",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"besite",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000007067
"contains",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"vouchers",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"travel",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"websites",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"love",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"husband",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"stayed",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"crazy",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"attending",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"memorial",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"friend",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"celebrating",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"12th",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"wedding",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"talk",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"emotions",0.0000000000,0.0000000000,0.0000000000,0.0000010541,0.0000004023
"monte",0.0000000000,0.0000016936,0.0000000000,0.0000005877,0.0000031401
"carlos",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"loaned",0.0000000000,0.0000000000,0.0000007640,0.0000011754,0.0000011215
"beautiful",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"fan-tanned",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000007067
"joliet",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000007067
"visited",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"dogs",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"human",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"companions",0.0000005244,0.0000003699,0.0000000000,0.0000008985,0.0000003919
"decorated",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"nicely",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"used",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"l'occitane",0.0000000000,0.0000000000,0.0000015280,0.0000005877,0.0000033644
"welcome",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"sight",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"quiet",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"peaceful",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"access",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"server",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"leaving",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"problems",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"printing",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"boarding",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"passes",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"afternoon",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"reception",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"serves",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"oenophile-satisfying",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000007067
"australia",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"scrumptious",0.0000000000,0.0000000000,0.0000000000,0.0000010541,0.0000028163
"cookies",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"restaurant",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"renovation",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"finally",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"food",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"drinks",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"word",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"caution",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"booths",0.0000000000,0.0000000000,0.0000007640,0.0000020569,0.0000013458
"table",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"smack-against",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000007067
"stomach",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"couple",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"inches",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"mighty",0.0000005244,0.0000003699,0.0000003337,0.0000000000,0.0000003919
"uncomfortable",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"patron",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"pregnant",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"design",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"opinion",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"funky",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"welcoming",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"metal",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"wood",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"handblown",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000007067
"glass",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"fixtures",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"expect",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"capital",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"industry",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"definitely",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"reason",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"cozy",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"rainy",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"nights",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"early",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"january",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"2008",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"chance",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"come",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"ride",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"carlo",0.0000000000,0.0000016936,0.0000000000,0.0000005877,0.0000029158
"proved",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"longish",0.0000000000,0.0000000000,0.0000000000,0.0000010541,0.0000008047
"noise",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"interesting",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"dank",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"midsection",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000007067
"office",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"plenty",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"spread",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"attractive",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"squeaky",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"small",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"generous",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"proportions",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000021200
"areas",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"lots",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"seating",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"options",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"lighting",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"storage",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"clothing",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"luggage",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"efficient",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"pleasant",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"responded",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"quickly",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"quite",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"market",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"museum",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"notch",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"dining",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"positive",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"quality",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"chocked",0.0000012004,0.0000000000,0.0000000000,0.0000002938,0.0000002243
"home",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"experienced",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"exceptional",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"door",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"maid",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"needs",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"failed",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"tuck",0.0000010487,0.0000000000,0.0000003337,0.0000001284,0.0000004899
"sheets",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"foot",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"instance",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"soiled",0.0000084026,0.0000033872,0.0000000000,0.0000005877,0.0000000000
"quickley",0.0000000000,0.0000000000,0.0000000000,0.0000009258,0.0000000000
"resolved",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"relates",0.0000000000,0.0000000000,0.0000000000,0.0000037032,0.0000000000
"employee",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"reflection",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"received",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"regarding",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"resturants",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"hour",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"close",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"theather",0.0000000000,0.0000000000,0.0000000000,0.0000009258,0.0000000000
"well",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"pikes",0.0000000000,0.0000000000,0.0000015280,0.0000041138,0.0000022429
"pioneer",0.0000000000,0.0000008468,0.0000000000,0.0000038199,0.0000035887
"mono",0.0000000000,0.0000015190,0.0000000000,0.0000010541,0.0000000000
"rail",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"cruise",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"uniquely",0.0000036011,0.0000000000,0.0000000000,0.0000008815,0.0000011215
"remodeled",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"pacific",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"bell",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"charm",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"sturdiness",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000007067
"everytime",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"coming",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"secure",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"single",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"travelers",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
